source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
wikipathways	WP1217	Aflatoxin B1 metabolism	speciesSpecific	go	GO:0046222	aflatoxin metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1221	Heme Biosynthesis	speciesSpecific	go	GO:0006783	heme biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1233	Mismatch repair	speciesSpecific	go	GO:0006298	mismatch repair	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1240	Proteasome Degradation	speciesSpecific	go	GO:1903009	proteasome complex disassembly	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1248	Oxidative phosphorylation	speciesSpecific	go	GO:0006119	oxidative phosphorylation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1257	Mismatch repair	speciesSpecific	go	GO:0006298	mismatch repair	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1258	Homologous recombination	speciesSpecific	go	GO:0035825	homologous recombination	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1227	TCA Cycle	speciesSpecific	go	GO:0006099	tricarboxylic acid cycle	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1261	ErbB signaling pathway	speciesSpecific	go	GO:0038127	ERBB signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1262	Aflatoxin B1 metabolism	speciesSpecific	go	GO:0046222	aflatoxin metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1263	Mitochondrial Gene Expression	speciesSpecific	go	GO:0140053	mitochondrial gene expression	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1259	Retinol metabolism	speciesSpecific	go	GO:0042572	retinol metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1264	Estrogen metabolism	speciesSpecific	go	GO:0008210	estrogen metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1270	Endochondral Ossification	speciesSpecific	go	GO:0001958	endochondral ossification	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1282	Methylation	speciesSpecific	go	GO:0032259	methylation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1283	Oxidative phosphorylation	speciesSpecific	go	GO:0006119	oxidative phosphorylation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1292	One Carbon Metabolism	speciesSpecific	go	GO:0006730	one-carbon metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1295	Mismatch repair	speciesSpecific	go	GO:0006298	mismatch repair	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1296	Homologous recombination	speciesSpecific	go	GO:0035825	homologous recombination	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1297	Retinol metabolism	speciesSpecific	go	GO:0042572	retinol metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1299	ErbB signaling pathway	speciesSpecific	go	GO:0038127	ERBB signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP13	DNA Replication	speciesSpecific	go	GO:0006260	DNA replication	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1300	Aflatoxin B1 metabolism	speciesSpecific	go	GO:0046222	aflatoxin metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1301	Mitochondrial Gene Expression	speciesSpecific	go	GO:0140053	mitochondrial gene expression	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1302	Estrogen metabolism	speciesSpecific	go	GO:0008210	estrogen metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1308	Endochondral Ossification	speciesSpecific	go	GO:0001958	endochondral ossification	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1309	Toll-like receptor signaling pathway	speciesSpecific	go	GO:0002224	toll-like receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1314	Heme Biosynthesis	speciesSpecific	go	GO:0006783	heme biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1223	DNA Replication	speciesSpecific	go	GO:0006260	DNA replication	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1229	mRNA processing	speciesSpecific	go	GO:0006397	mRNA processing	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP123	mRNA processing	speciesSpecific	go	GO:0006397	mRNA processing	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1230	One Carbon Metabolism	speciesSpecific	go	GO:0006730	one-carbon metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1231	Pentose Phosphate Pathway	speciesSpecific	go	GO:0006098	pentose-phosphate shunt	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1232	Notch Signaling Pathway	speciesSpecific	go	GO:0007219	Notch signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1247	Methylation	speciesSpecific	go	GO:0032259	methylation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP125	Biogenic Amine Synthesis	speciesSpecific	go	GO:0042401	cellular biogenic amine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1316	Striated Muscle Contraction	speciesSpecific	go	GO:0006941	striated muscle contraction	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP132	Cholesterol Biosynthesis	speciesSpecific	go	GO:0006695	cholesterol biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1331	Adipogenesis	speciesSpecific	mesh	D050156	Adipogenesis	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1331	Adipogenesis	speciesSpecific	go	GO:0045444	fat cell differentiation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1331	Adipogenesis	speciesSpecific	go	GO:0060612	adipose tissue development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1335	Oxidative phosphorylation	speciesSpecific	go	GO:0006119	oxidative phosphorylation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1339	Electron Transport Chain	speciesSpecific	go	GO:0022900	electron transport chain	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1343	MAPK Cascade	speciesSpecific	go	GO:0000165	MAPK cascade	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1345	T Cell Receptor Signaling Pathway	speciesSpecific	go	GO:0050852	T cell receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1348	Androgen Receptor Signaling Pathway	speciesSpecific	go	GO:0030521	androgen receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1349	Wnt Signaling Pathway	speciesSpecific	go	GO:0016055	Wnt signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1352	Fatty Acid Biosynthesis	speciesSpecific	go	GO:0006633	fatty acid biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1355	One Carbon Metabolism	speciesSpecific	go	GO:0006730	one-carbon metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1366	ErbB Signaling Pathway	speciesSpecific	go	GO:0038127	ERBB signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1372	Oxidative Stress	speciesSpecific	mesh	D018384	Oxidative Stress	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP138	Androgen receptor signaling pathway	speciesSpecific	go	GO:0030521	androgen receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1383	Endochondral Ossification	speciesSpecific	go	GO:0001958	endochondral ossification	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1384	Toll-like receptor signaling pathway	speciesSpecific	go	GO:0002224	toll-like receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1387	Cholesterol Biosynthesis	speciesSpecific	go	GO:0006695	cholesterol biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1388	Glycogen Metabolism	speciesSpecific	go	GO:0005977	glycogen metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP14	Sucrose Biosynthesis	speciesSpecific	go	GO:0005986	sucrose biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP142	mRNA processing	speciesSpecific	go	GO:0006397	mRNA processing	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1449	Regulation of toll-like receptor signaling pathway	speciesSpecific	go	GO:0034121	regulation of toll-like receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1453	Vulval development	speciesSpecific	go	GO:0040025	vulval development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP146	Nucleotide Metabolism	speciesSpecific	go	GO:0009117	nucleotide metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1489	TOR signaling	speciesSpecific	go	GO:0031929	TOR signaling	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1495	Glycine Metabolism	speciesSpecific	go	GO:0006544	glycine metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP150	DNA Replication	speciesSpecific	go	GO:0006260	DNA replication	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1518	Aspartate Biosynthesis	speciesSpecific	go	GO:0006532	aspartate biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1531	Vitamin D Metabolism	speciesSpecific	go	GO:0042359	vitamin D metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1533	Vitamin B12 Metabolism	speciesSpecific	go	GO:0009235	cobalamin metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1538	Flavonoid Biosynthesis	speciesSpecific	go	GO:0009813	flavonoid biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP154	Biogenic Amine Synthesis	speciesSpecific	go	GO:0042401	cellular biogenic amine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1541	Energy Metabolism	speciesSpecific	mesh	D004734	Energy Metabolism	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP155	Adipogenesis	speciesSpecific	mesh	D050156	Adipogenesis	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP155	Adipogenesis	speciesSpecific	go	GO:0045444	fat cell differentiation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP155	Adipogenesis	speciesSpecific	go	GO:0060612	adipose tissue development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP156	Gluconeogenesis	speciesSpecific	go	GO:0006094	gluconeogenesis	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP158	Proteasome Degradation	speciesSpecific	go	GO:1903009	proteasome complex disassembly	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP160	Glycogen Metabolism	speciesSpecific	go	GO:0005977	glycogen metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1600	Nicotine Metabolism	speciesSpecific	go	GO:0018933	nicotine metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP164	Glutathione metabolism	speciesSpecific	go	GO:0006749	glutathione metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP165	Tryptophan Biosynthesis	speciesSpecific	go	GO:0000162	tryptophan biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP171	NAD Salvage Pathway	speciesSpecific	go	GO:0034355	NAD salvage	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP172	m-cresol degradation	speciesSpecific	go	GO:0042213	m-cresol catabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP173	Oxidative Stress	speciesSpecific	mesh	D018384	Oxidative Stress	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP175	Acetylcholine Synthesis	speciesSpecific	go	GO:0008292	acetylcholine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP176	Folate Metabolism	speciesSpecific	go	GO:0046655	folic acid metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1771	Kennedy pathway	speciesSpecific	go	GO:0006657	CDP-choline pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP178	Isoleucine Degradation	speciesSpecific	go	GO:0006550	isoleucine catabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP18	Heme Biosynthesis	speciesSpecific	go	GO:0006783	heme biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP180	Leucine Biosynthesis	speciesSpecific	go	GO:0009098	leucine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP181	P-cymene Degradation	speciesSpecific	go	GO:0019334	p-cymene catabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP183	Proteasome Degradation	speciesSpecific	go	GO:1903009	proteasome complex disassembly	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP186	Homologous recombination	speciesSpecific	go	GO:0035825	homologous recombination	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP188	Focal Adhesion	speciesSpecific	go	GO:0005925	focal adhesion	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP19	TCA Cycle	speciesSpecific	go	GO:0006099	tricarboxylic acid cycle	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP192	DNA Replication	speciesSpecific	go	GO:0006260	DNA replication	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP196	Glutathione Biosynthesis	speciesSpecific	go	GO:0006750	glutathione biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2	Valine Biosynthesis	speciesSpecific	go	GO:0009099	valine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP200	Complement Activation, Classical Pathway	speciesSpecific	go	GO:0006958	complement activation, classical pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2037	Prolactin Signaling Pathway	speciesSpecific	go	GO:0038161	prolactin signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP159	UDP-N-Acetylgalactosamine Biosynthesis	speciesSpecific	go	GO:0019277	UDP-N-acetylgalactosamine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1591	Heart Development	speciesSpecific	go	GO:0007507	heart development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP1596	Iron Homeostasis	speciesSpecific	efo	0005882	iron ion homeostasis	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2067	Heart Development	speciesSpecific	go	GO:0007507	heart development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP208	Notch Signaling Pathway	speciesSpecific	go	GO:0007219	Notch signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP211	BMP signaling pathway	speciesSpecific	go	GO:0030509	BMP signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP214	Pyruvate Dehydrogenase Pathway	speciesSpecific	go	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP216	Striated Muscle Contraction	speciesSpecific	go	GO:0006941	striated muscle contraction	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2224	Ascaroside Biosynthesis	speciesSpecific	go	GO:1904070	ascaroside biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2276	Glial Cell Differentiation	speciesSpecific	go	GO:0010001	glial cell differentiation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2279	Seed Development	speciesSpecific	go	GO:0048316	seed development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2316	PPAR signaling pathway	speciesSpecific	go	GO:0035357	peroxisome proliferator activated receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2318	Fatty acid oxidation	speciesSpecific	go	GO:0019395	fatty acid oxidation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP236	Adipogenesis	speciesSpecific	mesh	D050156	Adipogenesis	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP236	Adipogenesis	speciesSpecific	go	GO:0045444	fat cell differentiation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP236	Adipogenesis	speciesSpecific	go	GO:0060612	adipose tissue development	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP241	One Carbon Metabolism	speciesSpecific	go	GO:0006730	one-carbon metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2313	Aging	speciesSpecific	mesh	D000375	Aging	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2313	Aging	speciesSpecific	go	GO:0007568	aging	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP23	B Cell Receptor Signaling Pathway	speciesSpecific	go	GO:0050853	B cell receptor signaling pathway	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP228	Deoxyribose phosphate metabolism	speciesSpecific	go	GO:0019692	deoxyribose phosphate metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2436	Dopamine metabolism	speciesSpecific	go	GO:0042417	dopamine metabolic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP250	Isoleucine Biosynthesis	speciesSpecific	go	GO:0009097	isoleucine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP251	MAPK Cascade	speciesSpecific	go	GO:0000165	MAPK cascade	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP253	Glycolysis	speciesSpecific	go	GO:0006096	glycolytic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP254	Apoptosis	speciesSpecific	go	GO:0006915	apoptotic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP261	Glycine biosynthesis	speciesSpecific	go	GO:0006545	glycine biosynthetic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2621	Glycolysis	speciesSpecific	go	GO:0006096	glycolytic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP844	Cell cycle	speciesSpecific	go	GO:0007049	cell cycle	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP96	Glycolysis	speciesSpecific	go	GO:0006096	glycolytic process	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP4787	Osteoblast differentiation	speciesSpecific	go	GO:0001649	osteoblast differentiation	manually_reviewed	orcid:0000-0003-4423-4370
wikipathways	WP2863	Krebs cycle	speciesSpecific	go	GO:0006099	tricarboxylic acid cycle	manually_reviewed	orcid:0000-0003-4423-4370
